# doping	kf	T	Mabs	Mabs_err	Chi	Chi_err	Tau
0.18	0.5	11.2667	0.137467	0.0205275	0.0853379	0.0237334	15.7798
0.18	0.5	11.6333	0.142067	0.0274965	0.0864655	0.0305791	28.2594
0.18	0.5	12	0.1536	0.030817	0.0919544	0.0317723	34.8742
0.26	0.1	1	1	0	48	0	1
0.26	0.1	1.36667	1	0	35.122	0	1
0.26	0.1	1.73333	1	0	27.6923	4.76647e-16	1
0.26	0.1	2.1	1	0	22.8571	3.17764e-16	1
0.26	0.1	2.46667	1	0	19.4595	0	1
0.26	0.1	2.83333	1	0	16.9412	0	1
0.26	0.1	3.2	1	0	15	0	1
0.26	0.1	3.56667	1	0	13.4579	0	1
0.26	0.1	3.93333	1	0	12.2034	7.94411e-17	1
0.26	0.1	4.3	1	0	11.1628	7.94411e-17	1
0.26	0.1	4.66667	1	0	10.2857	0	1
0.26	0.1	5.03333	1	0	9.53642	7.94411e-17	1
0.26	0.1	5.4	1	0	8.88889	0	1
0.26	0.1	5.76667	1	0	8.3237	0	1
0.26	0.1	6.13333	1	0	7.82609	7.94411e-17	1
0.26	0.1	6.5	1	0	7.38462	3.97205e-17	1
0.26	0.1	6.86667	1	0	6.99029	1.19162e-16	1
0.26	0.1	7.23333	1	0	6.63594	0	1
0.26	0.1	7.6	0.999958	5.88961e-05	6.31527	0.000728118	1
0.26	0.1	7.96667	1	0	6.0251	7.94411e-17	1
0.26	0.1	8.33333	0.999833	0.000117615	5.7581	0.00167962	1
0.26	0.1	8.7	0.999958	5.88961e-05	5.51679	0.000636057	1
0.26	0.1	9.06667	0.999958	5.88961e-05	5.29369	0.000610334	1
0.26	0.1	9.43333	0.999708	0.000155356	5.08543	0.00154715	1
0.26	0.1	9.8	0.999708	0.000155356	4.89516	0.00148926	1
0.26	0.1	10.1667	0.999833	0.000117615	4.71977	0.00108746	1
0.26	0.1	10.5333	0.9995	0.000202896	4.5525	0.00181037	1
0.26	0.1	10.9	0.999375	0.0002265	4.39828	0.00195275	1
0.26	0.1	11.2667	0.999292	0.000240882	4.25443	0.00214953	1
0.26	0.1	11.6333	0.999125	0.00026718	4.119	0.00215845	1
0.26	0.1	12	0.998542	0.000342453	3.98858	0.00268251	1
0.26	0.18	1	1	0	48	0	1
0.26	0.18	1.36667	1	0	35.122	0	1
0.26	0.18	1.73333	1	0	27.6923	4.76647e-16	1
0.26	0.18	2.1	1	0	22.8571	3.17764e-16	1
0.26	0.18	2.46667	1	0	19.4595	0	1
0.26	0.18	2.83333	1	0	16.9412	0	1
0.26	0.18	3.2	1	0	15	0	1
0.26	0.18	3.56667	1	0	13.4579	0	1
0.26	0.18	3.93333	1	0	12.2034	7.94411e-17	1
0.26	0.18	4.3	0.999833	0.000144145	11.1592	0.00310567	1
0.26	0.18	4.66667	0.999792	0.000131432	10.2815	0.00264717	1
0.26	0.18	5.03333	0.999833	0.000117615	9.53331	0.00219652	1
0.26	0.18	5.4	0.999542	0.000194356	8.88091	0.00338195	1
0.26	0.18	5.76667	0.999417	0.00021893	8.31419	0.00356442	1
0.26	0.18	6.13333	0.99925	0.00024774	7.81459	0.00379057	1
0.26	0.18	6.5	0.998958	0.000290922	7.36953	0.00440185	1
0.26	0.18	6.86667	0.998458	0.000361474	6.96918	0.00509187	1
0.26	0.18	7.23333	0.997	0.000481664	6.59693	0.00636991	1
0.26	0.18	7.6	0.996417	0.000542	6.27153	0.00668388	1
0.26	0.18	7.96667	0.995083	0.000666865	5.96733	0.00787566	1
0.26	0.18	8.33333	0.994708	0.000709242	5.70057	0.00817147	1
0.26	0.18	8.7	0.99175	0.000855529	5.42846	0.00935784	1
0.26	0.18	9.06667	0.987458	0.00104483	5.16474	0.0112824	1
0.26	0.18	9.43333	0.986125	0.00118162	4.95167	0.0114797	1
0.26	0.18	9.8	0.983625	0.00129174	4.74292	0.0120893	1
0.26	0.18	10.1667	0.981583	0.00131053	4.55298	0.0118496	1
0.26	0.18	10.5333	0.975875	0.00143585	4.34442	0.0125118	1
0.26	0.18	10.9	0.973833	0.00160036	4.18184	0.013388	1
0.26	0.18	11.2667	0.970667	0.0016733	4.01982	0.0137201	1
0.26	0.18	11.6333	0.964375	0.00190027	3.84476	0.0146676	1
0.26	0.18	12	0.958	0.00195606	3.67869	0.0145432	1
0.26	0.26	1	1	0	48	0	1
0.26	0.26	1.36667	1	0	35.122	0	1
0.26	0.26	1.73333	1	0	27.6923	4.76647e-16	1
0.26	0.26	2.1	0.999875	0.000101909	22.8515	0.00456094	1
0.26	0.26	2.46667	0.999917	8.325e-05	19.4563	0.0031725	1
0.26	0.26	2.83333	0.9995	0.000234639	16.9247	0.00770098	1
0.26	0.26	3.2	0.998458	0.000361474	14.9548	0.0105948	1
0.26	0.26	3.56667	0.998583	0.000337701	13.4206	0.00890015	1
0.26	0.26	3.93333	0.996458	0.000564503	12.119	0.0134042	1
0.26	0.26	4.3	0.993125	0.000767787	11.0129	0.0171187	1
0.26	0.26	4.66667	0.990042	0.000923984	10.0863	0.0183868	1
0.26	0.26	5.03333	0.985417	0.00113575	9.26645	0.0207747	1
0.26	0.26	5.4	0.978875	0.00140677	8.52607	0.0239743	1
0.26	0.26	5.76667	0.973333	0.00153704	7.89511	0.0248809	1
0.26	0.26	6.13333	0.960375	0.00197958	7.23322	0.0288625	1
0.26	0.26	6.5	0.952125	0.00218168	6.71123	0.0304598	1
0.26	0.26	6.86667	0.935875	0.00261836	6.14636	0.033244	1
0.26	0.26	7.23333	0.924333	0.00286389	5.69542	0.0350685	1
0.26	0.26	7.6	0.904	0.00342559	5.19777	0.0374243	1
0.26	0.26	7.96667	0.886333	0.00376203	4.77584	0.0379635	1
0.26	0.26	8.33333	0.860917	0.00453067	4.32647	0.0433683	1
0.26	0.26	8.7	0.83825	0.00526258	3.95283	0.043606	1
0.26	0.26	9.06667	0.807083	0.00581458	3.538	0.044193	1
0.26	0.26	9.43333	0.772625	0.0063934	3.14147	0.0452722	1
0.26	0.26	9.8	0.729542	0.00739743	2.74085	0.0465107	1
0.26	0.26	10.1667	0.64525	0.00958366	2.18247	0.0502633	1
0.26	0.26	10.5333	0.62275	0.0103069	2.00888	0.051609	1
0.26	0.26	10.9	0.559292	0.0103354	1.6127	0.0468267	1
0.26	0.26	11.2667	0.539208	0.0101259	1.45594	0.0427134	1
0.26	0.26	11.6333	0.484917	0.0103426	1.19006	0.0404981	1
0.26	0.26	12	0.431625	0.0104526	0.961273	0.0368467	1
0.26	0.34	1	0.999333	0.000233809	47.9373	0.021978	1
0.26	0.34	1.36667	0.999375	0.0002265	35.079	0.0155744	1
0.26	0.34	1.73333	0.996917	0.000494848	27.5251	0.0272398	1
0.26	0.34	2.1	0.986167	0.00120441	22.2457	0.0525991	1
0.26	0.34	2.46667	0.9745	0.00167856	18.5071	0.0614481	1
0.26	0.34	2.83333	0.964125	0.00189634	15.7775	0.0606537	1
0.26	0.34	3.2	0.93425	0.0028879	13.1546	0.0776639	1
0.26	0.34	3.56667	0.907292	0.00356603	11.1633	0.0829033	1
0.26	0.34	3.93333	0.870333	0.00442588	9.36332	0.0861624	1
0.26	0.34	4.3	0.733417	0.0102888	6.59418	0.130913	1
0.26	0.34	4.66667	0.62775	0.0115812	4.73916	0.127533	1
0.26	0.34	5.03333	0.50525	0.0124758	3.17648	0.113955	1
0.26	0.34	5.4	0.446167	0.0115402	2.36125	0.0920264	1
0.26	0.34	5.76667	0.417458	0.0113451	1.98571	0.0822704	1
0.26	0.34	6.13333	0.373542	0.0101393	1.49421	0.0655948	1
0.26	0.34	6.5	0.321417	0.0103192	1.08609	0.0579192	1.21312
0.26	0.34	6.86667	0.280208	0.00968264	0.834597	0.0491892	1.14336
0.26	0.34	7.23333	0.2905	0.0115854	0.799506	0.0542123	1.84734
0.26	0.34	7.6	0.2225	0.00971597	0.486286	0.0381727	1.71675
0.26	0.34	7.96667	0.235875	0.011306	0.492908	0.0409638	2.43155
0.26	0.34	8.33333	0.224167	0.013512	0.434804	0.0447207	3.6006
0.26	0.34	8.7	0.208792	0.0133748	0.368423	0.0415136	3.85656
0.26	0.34	9.06667	0.201667	0.0168192	0.336752	0.0517692	6.16439
0.26	0.34	9.43333	0.204375	0.0194931	0.328461	0.0580005	8.27667
0.26	0.34	9.8	0.188792	0.0135576	0.258844	0.0326357	5.30799
0.26	0.34	10.1667	0.195083	0.01736	0.272782	0.0427615	7.60359
0.26	0.34	10.5333	0.19175	0.0137093	0.242192	0.0307768	5.1572
0.26	0.34	10.9	0.173833	0.0132113	0.207763	0.0289198	5.1427
0.26	0.34	11.2667	0.191208	0.0157644	0.228401	0.0333325	6.84504
0.26	0.34	11.6333	0.17025	0.0137699	0.179452	0.0273495	6.44066
0.26	0.34	12	0.164375	0.017121	0.169146	0.0302011	8.91648
0.26	0.42	1	0.906958	0.00462583	39.9969	0.378695	1
0.26	0.42	1.36667	0.446583	0.00404681	7.29219	0.126028	1
0.26	0.42	1.73333	0.509208	0.0082807	8.12922	0.21039	1
0.26	0.42	2.1	0.392833	0.0115236	5.04489	0.224696	1
0.26	0.42	2.46667	0.144708	0.00427658	0.585418	0.0293387	1
0.26	0.42	2.83333	0.139417	0.00413248	0.473921	0.0241825	1
0.26	0.42	3.2	0.162708	0.00666249	0.729958	0.0627838	1
0.26	0.42	3.56667	0.17125	0.00641123	0.670736	0.0478721	1
0.26	0.42	3.93333	0.189667	0.00703199	0.740108	0.0538669	1
0.26	0.42	4.3	0.194333	0.00844526	0.669488	0.0529081	1.60037
0.26	0.42	4.66667	0.181958	0.00880339	0.542935	0.0483028	1.96923
0.26	0.42	5.03333	0.179958	0.00958472	0.483417	0.047902	2.50897
0.26	0.42	5.4	0.177	0.0126718	0.436498	0.0572174	4.51505
0.26	0.42	5.76667	0.166	0.0121376	0.365025	0.0524923	4.42347
0.26	0.42	6.13333	0.181625	0.0123289	0.390611	0.0482682	4.43347
0.26	0.42	6.5	0.15975	0.0129989	0.293135	0.0429317	5.95029
0.26	0.42	6.86667	0.1645	0.0154854	0.290135	0.047473	8.22824
0.26	0.42	7.23333	0.15	0.0138168	0.245662	0.0431315	6.56403
0.26	0.42	7.6	0.150917	0.0136725	0.208064	0.0343779	7.79681
0.26	0.42	7.96667	0.15375	0.0138804	0.223633	0.0366157	6.9674
0.26	0.42	8.33333	0.141792	0.012392	0.175952	0.0286088	6.97728
0.26	0.42	8.7	0.154208	0.0188904	0.179977	0.0427949	14.1062
0.26	0.42	9.06667	0.141292	0.0164349	0.16505	0.0339142	12.0045
0.26	0.42	9.43333	0.152875	0.0189985	0.177843	0.0390863	14.3273
0.26	0.42	9.8	0.130375	0.0140892	0.121284	0.0227763	11.1651
0.26	0.42	10.1667	0.148458	0.0212044	0.160078	0.0394693	18.0955
0.26	0.42	10.5333	0.143	0.0187765	0.140491	0.0331549	15.6949
0.26	0.42	10.9	0.138375	0.0230485	0.127457	0.0379683	27.0407
0.26	0.42	11.2667	0.136625	0.0162121	0.118267	0.0264522	12.9236
0.26	0.42	11.6333	0.132792	0.0173139	0.115996	0.0275923	14.3031
0.26	0.42	12	0.150792	0.0327976	0.144094	0.0610047	39.0967
0.26	0.5	1	0.222333	0.00737137	3.67679	0.218004	1
0.26	0.5	1.36667	0.116083	0.00315359	0.647911	0.0305325	1
0.26	0.5	1.73333	0.1085	0.00365014	0.510038	0.0324328	1
0.26	0.5	2.1	0.121958	0.00390853	0.514503	0.0291459	1
0.26	0.5	2.46667	0.149208	0.00522993	0.699357	0.0483217	1
0.26	0.5	2.83333	0.1555	0.00522154	0.640294	0.0410434	1
0.26	0.5	3.2	0.16425	0.00764169	0.647085	0.0554032	1.7788
0.26	0.5	3.56667	0.1555	0.00901692	0.50679	0.0525169	3.01045
0.26	0.5	3.93333	0.1575	0.00998199	0.465293	0.0542834	3.41233
0.26	0.5	4.3	0.164167	0.0109497	0.464107	0.0566685	4.01865
0.26	0.5	4.66667	0.145458	0.0121001	0.334393	0.0497884	6.38899
0.26	0.5	5.03333	0.138792	0.014644	0.290496	0.056809	9.54353
0.26	0.5	5.4	0.154458	0.0145498	0.321063	0.0531204	8.6319
0.26	0.5	5.76667	0.141375	0.0145999	0.256314	0.0473203	9.77141
0.26	0.5	6.13333	0.145667	0.0175517	0.270626	0.059702	11.5074
0.26	0.5	6.5	0.127083	0.0154483	0.186141	0.0415116	13.1732
0.26	0.5	6.86667	0.13775	0.0197443	0.205355	0.0528811	18.2074
0.26	0.5	7.23333	0.13825	0.0199907	0.207736	0.0598599	16.3463
0.26	0.5	7.6	0.143167	0.0179619	0.199802	0.0431	13.956
0.26	0.5	7.96667	0.127667	0.0217151	0.154113	0.0479395	25.2149
0.26	0.5	8.33333	0.129667	0.0203342	0.152859	0.0443969	20.3788
0.26	0.5	8.7	0.137875	0.0196681	0.157177	0.0393951	18.3072
0.26	0.5	9.06667	0.127208	0.0193484	0.126942	0.0355628	22.3955
0.26	0.5	9.43333	0.1255	0.0147208	0.119552	0.0258014	13.3875
0.26	0.5	9.8	0.108792	0.0156295	0.0858731	0.0216975	19.0675
0.26	0.5	10.1667	0.119833	0.0177626	0.106052	0.0265905	18.9438
0.26	0.5	10.5333	0.12425	0.0229887	0.108895	0.0369999	30.7999
0.26	0.5	10.9	0.119417	0.0155082	0.0987971	0.0231327	14.6005
0.26	0.5	11.2667	0.127792	0.0195098	0.110873	0.0292946	19.6297
0.26	0.5	11.6333	0.130375	0.0171512	0.104995	0.0248905	17.2531
0.26	0.5	12	0.131375	0.0205055	0.112541	0.0319619	19.15
0.34	0.1	1	1	0	55	0	1
0.34	0.1	1.36667	1	0	40.2439	0	1
0.34	0.1	1.73333	1	0	31.7308	0	1
0.34	0.1	2.1	1	0	26.1905	1.58882e-16	1
0.34	0.1	2.46667	1	0	22.2973	0	1
0.34	0.1	2.83333	1	0	19.4118	1.58882e-16	1
0.34	0.1	3.2	1	0	17.1875	0	1
0.34	0.1	3.56667	1	0	15.4206	1.58882e-16	1
0.34	0.1	3.93333	1	0	13.9831	2.38323e-16	1
0.34	0.1	4.3	1	0	12.7907	7.94411e-17	1
0.34	0.1	4.66667	1	0	11.7857	0	1
0.34	0.1	5.03333	1	0	10.9272	0	1
0.34	0.1	5.4	1	0	10.1852	1.58882e-16	1
0.34	0.1	5.76667	1	0	9.53757	7.94411e-17	1
0.34	0.1	6.13333	1	0	8.96739	0	1
0.34	0.1	6.5	1	0	8.46154	1.58882e-16	1
0.34	0.1	6.86667	1	0	8.00971	7.94411e-17	1
0.34	0.1	7.23333	0.999964	5.14002e-05	7.60314	0.000767095	1
0.34	0.1	7.6	1	0	7.23684	7.94411e-17	1
0.34	0.1	7.96667	1	0	6.90377	1.19162e-16	1
0.34	0.1	8.33333	1	0	6.6	1.19162e-16	1
0.34	0.1	8.7	0.999927	7.26545e-05	6.32094	0.000901081	1
0.34	0.1	9.06667	0.999964	5.14002e-05	6.06574	0.000611984	1
0.34	0.1	9.43333	0.999927	7.26545e-05	5.82956	0.000831804	1
0.34	0.1	9.8	1	0	5.61224	7.94411e-17	1
0.34	0.1	10.1667	0.999855	0.000102646	5.40829	0.0010899	1
0.34	0.1	10.5333	0.999855	0.000102646	5.22003	0.00105196	1
0.34	0.1	10.9	0.999782	0.000125589	5.04371	0.00124437	1
0.34	0.1	11.2667	0.999818	0.000114704	4.8799	0.00140162	1
0.34	0.1	11.6333	0.999455	0.000197672	4.72273	0.00183507	1
0.34	0.1	12	0.999382	0.000210225	4.57777	0.00189197	1
0.34	0.18	1	1	0	55	0	1
0.34	0.18	1.36667	1	0	40.2439	0	1
0.34	0.18	1.73333	1	0	31.7308	0	1
0.34	0.18	2.1	1	0	26.1905	1.58882e-16	1
0.34	0.18	2.46667	1	0	22.2973	0	1
0.34	0.18	2.83333	1	0	19.4118	1.58882e-16	1
0.34	0.18	3.2	1	0	17.1875	0	1
0.34	0.18	3.56667	1	0	15.4206	1.58882e-16	1
0.34	0.18	3.93333	0.999964	5.14002e-05	13.9821	0.00141067	1
0.34	0.18	4.3	1	0	12.7907	7.94411e-17	1
0.34	0.18	4.66667	1	0	11.7857	0	1
0.34	0.18	5.03333	1	0	10.9272	0	1
0.34	0.18	5.4	0.999927	7.26545e-05	10.1837	0.00145309	1
0.34	0.18	5.76667	0.999745	0.000135583	9.53281	0.00253908	1
0.34	0.18	6.13333	0.999855	0.000102646	8.96483	0.00180662	1
0.34	0.18	6.5	0.999418	0.000216625	8.45189	0.00358124	1
0.34	0.18	6.86667	0.999236	0.000244254	7.99772	0.00382851	1
0.34	0.18	7.23333	0.999091	0.000253895	7.59011	0.00378907	1
0.34	0.18	7.6	0.998582	0.00031483	7.21667	0.00465352	1
0.34	0.18	7.96667	0.997527	0.000422119	6.87024	0.00584148	1
0.34	0.18	8.33333	0.997418	0.0004482	6.56663	0.00577985	1
0.34	0.18	8.7	0.996618	0.00050479	6.27993	0.00633688	1
0.34	0.18	9.06667	0.995273	0.000588821	6.01	0.00704214	1
0.34	0.18	9.43333	0.994255	0.000684247	5.76494	0.0077353	1
0.34	0.18	9.8	0.993164	0.000691208	5.5371	0.0076283	1
0.34	0.18	10.1667	0.990982	0.000817165	5.31449	0.00864486	1
0.34	0.18	10.5333	0.988073	0.000948828	5.10003	0.00964101	1
0.34	0.18	10.9	0.986	0.00107967	4.90844	0.0106261	1
0.34	0.18	11.2667	0.983964	0.00113431	4.72936	0.0109542	1
0.34	0.18	11.6333	0.982218	0.00117481	4.56428	0.0109668	1
0.34	0.18	12	0.977418	0.00132252	4.38266	0.0115834	1
0.34	0.26	1	1	0	55	0	1
0.34	0.26	1.36667	1	0	40.2439	0	1
0.34	0.26	1.73333	1	0	31.7308	0	1
0.34	0.26	2.1	1	0	26.1905	1.58882e-16	1
0.34	0.26	2.46667	1	0	22.2973	0	1
0.34	0.26	2.83333	0.999891	8.89386e-05	19.4076	0.00338961	1
0.34	0.26	3.2	0.999818	0.000114704	17.1814	0.00386802	1
0.34	0.26	3.56667	0.999418	0.000216625	15.4029	0.00708778	1
0.34	0.26	3.93333	0.998655	0.000315468	13.9461	0.00899767	1
0.34	0.26	4.3	0.997527	0.000452361	12.7287	0.0121436	1
0.34	0.26	4.66667	0.995636	0.000585443	11.685	0.0136104	1
0.34	0.26	5.03333	0.992436	0.000774359	10.7657	0.0165587	1
0.34	0.26	5.4	0.991091	0.000821166	10.0079	0.0163602	1
0.34	0.26	5.76667	0.986909	0.00103416	9.29446	0.0192507	1
0.34	0.26	6.13333	0.981891	0.00120604	8.65207	0.0208024	1
0.34	0.26	6.5	0.973382	0.00144742	8.02566	0.0239937	1
0.34	0.26	6.86667	0.968	0.00172381	7.51705	0.0259925	1
0.34	0.26	7.23333	0.959055	0.00201425	7.00908	0.0281063	1
0.34	0.26	7.6	0.950109	0.0021101	6.54868	0.0282097	1
0.34	0.26	7.96667	0.937564	0.00233912	6.08682	0.0300907	1
0.34	0.26	8.33333	0.925491	0.0026366	5.67605	0.0310786	1
0.34	0.26	8.7	0.908618	0.00289443	5.24566	0.0322705	1
0.34	0.26	9.06667	0.890182	0.00356942	4.84524	0.0366701	1
0.34	0.26	9.43333	0.877673	0.00399653	4.5361	0.0393571	1
0.34	0.26	9.8	0.851127	0.00426717	4.11594	0.0391784	1
0.34	0.26	10.1667	0.825164	0.00535056	3.76068	0.0415201	1
0.34	0.26	10.5333	0.801455	0.00597834	3.44712	0.0429878	1
0.34	0.26	10.9	0.764909	0.00637988	3.0534	0.0446481	1
0.34	0.26	11.2667	0.735745	0.00701389	2.76255	0.045142	1
0.34	0.26	11.6333	0.668982	0.00844457	2.28415	0.0462369	1
0.34	0.26	12	0.644618	0.00873931	2.07955	0.0458959	1
0.34	0.34	1	0.148327	0.00204657	1.32524	0.0441699	1
0.34	0.34	1.36667	0.114873	0.00149288	0.575894	0.0142459	1
0.34	0.34	1.73333	0.0705818	0.00219903	0.234791	0.0119138	1
0.34	0.34	2.1	0.996182	0.000590783	25.9953	0.0303601	1
0.34	0.34	2.46667	0.990945	0.000903984	21.9044	0.0390421	1
0.34	0.34	2.83333	0.962691	0.00453987	18.1904	0.131093	1
0.34	0.34	3.2	0.969964	0.00157142	16.1917	0.0512513	1
0.34	0.34	3.56667	0.949055	0.00221442	13.9269	0.0628064	1
0.34	0.34	3.93333	0.9152	0.00333824	11.79	0.0804411	1
0.34	0.34	4.3	0.890873	0.00365631	10.2363	0.0800326	1
0.34	0.34	4.66667	0.824982	0.00671498	8.28696	0.109436	1
0.34	0.34	5.03333	0.735164	0.00865438	6.31485	0.112139	1
0.34	0.34	5.4	0.698873	0.00844389	5.33763	0.104559	1
0.34	0.34	5.76667	0.582836	0.0105127	3.76673	0.105812	1
0.34	0.34	6.13333	0.510909	0.0107989	2.86307	0.0919656	1
0.34	0.34	6.5	0.419782	0.0107122	1.97478	0.0791001	1
0.34	0.34	6.86667	0.3796	0.0103938	1.58678	0.0689302	1
0.34	0.34	7.23333	0.338582	0.00959191	1.22086	0.0561759	1
0.34	0.34	7.6	0.2832	0.00884183	0.863289	0.0462409	1
0.34	0.34	7.96667	0.276291	0.00899219	0.754194	0.0434766	1.21453
0.34	0.34	8.33333	0.266145	0.0110725	0.705385	0.04956	1.69984
0.34	0.34	8.7	0.232255	0.00968118	0.529228	0.039272	1.56701
0.34	0.34	9.06667	0.236582	0.0111104	0.49814	0.0408278	2.36027
0.34	0.34	9.43333	0.225527	0.0145753	0.451072	0.0510275	4.00098
0.34	0.34	9.8	0.205055	0.0116641	0.358174	0.0358689	3.12245
0.34	0.34	10.1667	0.190764	0.0128402	0.305319	0.0371136	4.10862
0.34	0.34	10.5333	0.203236	0.0139242	0.329572	0.0402865	4.40918
0.34	0.34	10.9	0.1916	0.0207638	0.294204	0.0585475	9.98205
0.34	0.34	11.2667	0.189164	0.014751	0.256572	0.036526	6.45043
0.34	0.34	11.6333	0.181455	0.013076	0.233941	0.0303634	5.1304
0.34	0.34	12	0.183491	0.0142731	0.233163	0.0318944	5.80588
0.34	0.42	1	0.0681455	0.00171806	0.336581	0.014966	1
0.34	0.42	1.36667	0.163382	0.00432191	1.45011	0.0665749	1
0.34	0.42	1.73333	0.464109	0.009816	8.36334	0.276418	1
0.34	0.42	2.1	0.529927	0.00879935	8.36877	0.240521	1
0.34	0.42	2.46667	0.186945	0.00661101	1.26621	0.0834836	1
0.34	0.42	2.83333	0.135164	0.00454703	0.555049	0.0359779	1
0.34	0.42	3.2	0.163927	0.00650776	0.825676	0.0669877	1
0.34	0.42	3.56667	0.208691	0.00712131	1.06158	0.0641967	1
0.34	0.42	3.93333	0.191927	0.00712072	0.869559	0.0621962	1
0.34	0.42	4.3	0.208255	0.00700252	0.868327	0.0512473	1
0.34	0.42	4.66667	0.182036	0.00604948	0.605971	0.036547	1
0.34	0.42	5.03333	0.185455	0.00665743	0.564019	0.0367124	1.28264
0.34	0.42	5.4	0.179164	0.00782102	0.523825	0.0442468	1.57164
0.34	0.42	5.76667	0.169855	0.012899	0.443357	0.0621817	4.71559
0.34	0.42	6.13333	0.169418	0.0106067	0.408474	0.0460245	3.33862
0.34	0.42	6.5	0.171782	0.0130559	0.39229	0.0532592	5.03708
0.34	0.42	6.86667	0.161564	0.0113768	0.321697	0.0436851	4.51995
0.34	0.42	7.23333	0.149891	0.0134457	0.282322	0.0494576	6.13474
0.34	0.42	7.6	0.157782	0.0134172	0.276976	0.0442502	6.72832
0.34	0.42	7.96667	0.1468	0.0141505	0.233017	0.0434034	7.8309
0.34	0.42	8.33333	0.142945	0.0131099	0.217822	0.0382113	6.8099
0.34	0.42	8.7	0.141673	0.0144853	0.202136	0.0399753	8.60961
0.34	0.42	9.06667	0.143491	0.0145661	0.182989	0.0318307	10.8752
0.34	0.42	9.43333	0.155964	0.0196342	0.212803	0.049379	15.792
0.34	0.42	9.8	0.148473	0.017366	0.187556	0.039499	13.1998
0.34	0.42	10.1667	0.142109	0.0178453	0.166257	0.0386435	15.0642
0.34	0.42	10.5333	0.125891	0.0135073	0.128276	0.0249442	10.3795
0.34	0.42	10.9	0.131127	0.0140124	0.133576	0.0257263	10.1944
0.34	0.42	11.2667	0.136291	0.0144445	0.13355	0.0267105	10.5437
0.34	0.42	11.6333	0.136145	0.0194492	0.125544	0.0346152	20.3218
0.34	0.42	12	0.144727	0.0243011	0.160335	0.0519594	20.0491
0.34	0.5	1	0.131709	0.00433235	1.47023	0.0859644	1
0.34	0.5	1.36667	0.0734182	0.00219007	0.313434	0.0166483	1
0.34	0.5	1.73333	0.150618	0.00492075	1.10393	0.0635394	1
0.34	0.5	2.1	0.166436	0.00546449	1.11627	0.0690073	1
0.34	0.5	2.46667	0.144145	0.00474979	0.714528	0.0433333	1
0.34	0.5	2.83333	0.154364	0.00499493	0.70465	0.0464206	1
0.34	0.5	3.2	0.167855	0.00656581	0.747556	0.051744	1.397
0.34	0.5	3.56667	0.167382	0.00658734	0.647152	0.0463735	1.54205
0.34	0.5	3.93333	0.150945	0.00712484	0.487995	0.0423382	2.06592
0.34	0.5	4.3	0.162	0.0100492	0.509254	0.0573171	3.71494
0.34	0.5	4.66667	0.146109	0.0102049	0.396171	0.0514173	4.24074
0.34	0.5	5.03333	0.150327	0.0139902	0.393693	0.0657391	7.23726
0.34	0.5	5.4	0.140691	0.0140004	0.298683	0.054661	10.0636
0.34	0.5	5.76667	0.148036	0.0164552	0.31141	0.0670098	11.929
0.34	0.5	6.13333	0.132727	0.0149151	0.236824	0.0465644	12.5147
0.34	0.5	6.5	0.134036	0.0157927	0.233919	0.0534678	11.8904
0.34	0.5	6.86667	0.131345	0.0184475	0.21385	0.0568628	18.0087
0.34	0.5	7.23333	0.140873	0.0179055	0.232252	0.0549975	14.0375
0.34	0.5	7.6	0.135309	0.0146571	0.194149	0.0378345	12.5628
0.34	0.5	7.96667	0.123091	0.0130045	0.159485	0.032729	10.5389
0.34	0.5	8.33333	0.131491	0.0219317	0.171421	0.0534529	27.6893
0.34	0.5	8.7	0.1216	0.014097	0.137823	0.0302275	12.9075
0.34	0.5	9.06667	0.110036	0.0145659	0.115035	0.0287353	13.1058
0.34	0.5	9.43333	0.124073	0.0187547	0.141307	0.0396405	19.7618
0.34	0.5	9.8	0.128255	0.0237807	0.146529	0.0558272	27.8714
0.34	0.5	10.1667	0.115018	0.0145733	0.106399	0.0255226	14.934
0.34	0.5	10.5333	0.128691	0.0225513	0.147928	0.0530033	20.5328
0.34	0.5	10.9	0.135309	0.0231731	0.137259	0.0419654	28.295
0.34	0.5	11.2667	0.107491	0.0123441	0.0848166	0.0179136	13.0355
0.34	0.5	11.6333	0.104218	0.0128583	0.0766284	0.0174156	15.248
0.34	0.5	12	0.136473	0.0287679	0.129467	0.0542268	32.8057
0.42	0.1	1	1	0	62	0	1
0.42	0.1	1.36667	1	0	45.3659	0	1
0.42	0.1	1.73333	1	0	35.7692	0	1
0.42	0.1	2.1	1	0	29.5238	3.17764e-16	1
0.42	0.1	2.46667	1	0	25.1351	3.17764e-16	1
0.42	0.1	2.83333	1	0	21.8824	3.17764e-16	1
0.42	0.1	3.2	1	0	19.375	0	1
0.42	0.1	3.56667	1	0	17.3832	1.58882e-16	1
0.42	0.1	3.93333	1	0	15.7627	7.94411e-17	1
0.42	0.1	4.3	1	0	14.4186	2.38323e-16	1
0.42	0.1	4.66667	1	0	13.2857	7.94411e-17	1
0.42	0.1	5.03333	1	0	12.3179	7.94411e-17	1
0.42	0.1	5.4	1	0	11.4815	2.38323e-16	1
0.42	0.1	5.76667	1	0	10.7514	1.58882e-16	1
0.42	0.1	6.13333	1	0	10.1087	7.94411e-17	1
0.42	0.1	6.5	1	0	9.53846	0	1
0.42	0.1	6.86667	1	0	9.02913	0	1
0.42	0.1	7.23333	1	0	8.57143	7.94411e-17	1
